miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-10a	hg38:chr17:48579903-48579927:-	1518	773.969736	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579928:-	1	0.509861	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579923:-	2	1.019723	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579924:-	5	2.549307	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579925:-	32	16.315568	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579926:-	1683	858.096881	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579927:-	2746	1400.079640	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579928:-	7	3.569030	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579923:-	6	3.059169	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579924:-	3	1.529584	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579925:-	54	27.532520	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579926:-	9902	5048.648434	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579927:-	112581	57400.715947	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579928:-	1648	840.251729	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579925:-	3	1.529584	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579926:-	108	55.065040	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579927:-	2873	1464.832049	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579928:-	370	188.648750	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579926:-	9	4.588753	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579927:-	86	43.848088	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579928:-	21	10.707091	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579908-48579927:-	4	2.039446	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579909-48579926:-	2	1.019723	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579909-48579927:-	2	1.019723	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579910-48579927:-	1	0.509861	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579912-48579927:-	8	4.078892	N	mature,MIMAT0000253
hsa-mir-10b	hg38:chr2:176150328-176150350:+	5	2.549307	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150328-176150351:+	22	11.216953	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150328-176150352:+	1	0.509861	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150344:+	3	1.529584	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150347:+	1	0.509861	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150348:+	6	3.059169	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150349:+	112	57.104486	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150350:+	3851	1963.476582	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150351:+	91014	46404.533280	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150352:+	9874	5034.372312	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150353:+	458	233.516561	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150350:+	40	20.394459	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150351:+	2159	1100.790948	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150352:+	3284	1674.385120	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150353:+	1724	879.001202	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150354:+	4	2.039446	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150350:+	1	0.509861	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150351:+	12	6.118338	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150352:+	26	13.256399	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150353:+	12	6.118338	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150332-176150352:+	1	0.509861	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150332-176150353:+	1	0.509861	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150333-176150351:+	1	0.509861	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150335-176150351:+	2	1.019723	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150367-176150389:+	1	0.509861	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150368-176150388:+	2	1.019723	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150368-176150390:+	12	6.118338	N	mature,MIMAT0004556
hsa-mir-10b	hg38:chr2:176150369-176150390:+	4	2.039446	N	mature,MIMAT0004556
hsa-mir-1180	hg38:chr17:19344513-19344535:-	7	3.569030	N	mature,MIMAT0005825
hsa-mir-1224	hg38:chr3:184241405-184241428:+	1	0.509861	N	mature,MIMAT0005458
hsa-mir-1225	hg38:chr16:2090256-2090285:-	1	0.509861	N	mature,MIMAT0005572
hsa-mir-1226	hg38:chr3:47849608-47849630:+	2	1.019723	N	mature,MIMAT0005577
hsa-mir-1228	hg38:chr12:57194504-57194526:+	1	0.509861	N	mature,MIMAT0005582
hsa-mir-1228	hg38:chr12:57194555-57194576:+	1	0.509861	N	mature,MIMAT0005583
hsa-mir-1234	hg38:chr8:144400087-144400110:-	1	0.509861	N	mature,MIMAT0005589
hsa-mir-1245a	hg38:chr2:188978097-188978120:+	1	0.509861	N	unannotated
hsa-mir-1245a	hg38:chr2:188978098-188978121:+	12	6.118338	N	unannotated
hsa-mir-1245a	hg38:chr2:188978099-188978121:+	1	0.509861	N	unannotated
hsa-mir-1245a	hg38:chr2:188978100-188978122:+	1	0.509861	N	unannotated
hsa-mir-1245a	hg38:chr2:188978134-188978156:+	1	0.509861	N	mature,MIMAT0005897
hsa-mir-1247	hg38:chr14:101560320-101560343:-	1	0.509861	N	mature,MIMAT0022721
hsa-mir-1247	hg38:chr14:101560325-101560347:-	1	0.509861	N	mature,MIMAT0022721
hsa-mir-1247	hg38:chr14:101560326-101560347:-	14	7.138061	N	mature,MIMAT0022721
hsa-mir-1247	hg38:chr14:101560362-101560384:-	5	2.549307	N	mature,MIMAT0005899
hsa-mir-1247	hg38:chr14:101560363-101560384:-	1	0.509861	N	mature,MIMAT0005899
hsa-mir-1248	hg38:chr3:186786700-186786724:+	1	0.509861	N	stemloop
hsa-mir-1248	hg38:chr3:186786773-186786796:+	1	0.509861	N	unannotated
hsa-mir-1249	hg38:chr22:45200958-45200979:-	1	0.509861	N	mature,MIMAT0005901
hsa-mir-1249	hg38:chr22:45200958-45200980:-	3	1.529584	N	mature,MIMAT0005901
hsa-mir-1249	hg38:chr22:45200959-45200979:-	1	0.509861	N	mature,MIMAT0005901
hsa-mir-1255a	hg38:chr4:101330325-101330347:-	1	0.509861	N	unannotated
hsa-mir-1256	hg38:chr1:20988342-20988364:-	1	0.509861	N	unannotated
hsa-mir-1258	hg38:chr2:179860845-179860866:-	1	0.509861	N	mature,MIMAT0005909
hsa-mir-125a	hg38:chr19:51693244-51693268:+	1	0.509861	N	precursor
hsa-mir-125a	hg38:chr19:51693245-51693268:+	1	0.509861	N	precursor
hsa-mir-125a	hg38:chr19:51693246-51693268:+	1	0.509861	N	precursor
hsa-mir-125a	hg38:chr19:51693247-51693268:+	4	2.039446	N	precursor
hsa-mir-125a	hg38:chr19:51693248-51693268:+	4	2.039446	N	precursor
hsa-mir-125a	hg38:chr19:51693249-51693268:+	2	1.019723	N	precursor
hsa-mir-125a	hg38:chr19:51693250-51693268:+	1	0.509861	N	precursor
hsa-mir-125a	hg38:chr19:51693266-51693290:+	1	0.509861	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693288:+	1	0.509861	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693289:+	25	12.746537	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693290:+	483	246.263098	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693291:+	347	176.921936	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693268-51693292:+	123	62.712963	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693269-51693290:+	3	1.529584	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693269-51693291:+	3	1.529584	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693269-51693292:+	2	1.019723	N	mature,MIMAT0000443
hsa-mir-125a	hg38:chr19:51693306-51693326:+	1	0.509861	N	mature,MIMAT0004602
hsa-mir-125a	hg38:chr19:51693306-51693328:+	2	1.019723	N	mature,MIMAT0004602
hsa-mir-125a	hg38:chr19:51693306-51693329:+	1	0.509861	N	mature,MIMAT0004602
hsa-mir-125a	hg38:chr19:51693307-51693328:+	1	0.509861	N	mature,MIMAT0004602
hsa-mir-125b-1	hg38:chr11:122099769-122099791:-	1	0.509861	N	mature,MIMAT0004592
hsa-mir-125b-1	hg38:chr11:122099771-122099792:-	1	0.509861	N	mature,MIMAT0004592
hsa-mir-125b-1	hg38:chr11:122099808-122099831:-	6	3.059169	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099809-122099830:-	1	0.509861	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099809-122099831:-	489	249.322267	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099810-122099831:-	73	37.219888	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099811-122099831:-	9	4.588753	N	mature,MIMAT0000423
hsa-mir-125b-1	hg38:chr11:122099811-122099832:-	1	0.509861	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590234-16590253:+	1	0.509861	N	precursor
hsa-mir-125b-2	hg38:chr21:16590253-16590272:+	1	0.509861	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590273:+	3	1.529584	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590274:+	59	30.081828	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590275:+	478	243.713790	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590253-16590276:+	2	1.019723	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590254-16590274:+	1	0.509861	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590254-16590275:+	6	3.059169	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590256-16590278:+	1	0.509861	N	mature,MIMAT0000423
hsa-mir-125b-2	hg38:chr21:16590289-16590310:+	1	0.509861	N	mature,MIMAT0004603
hsa-mir-125b-2	hg38:chr21:16590289-16590311:+	4	2.039446	N	mature,MIMAT0004603
hsa-mir-125b-2	hg38:chr21:16590289-16590312:+	3	1.529584	N	mature,MIMAT0004603
hsa-mir-125b-2	hg38:chr21:16590290-16590311:+	1	0.509861	N	mature,MIMAT0004603
hsa-mir-125b-2	hg38:chr21:16590292-16590312:+	1	0.509861	N	mature,MIMAT0004603
hsa-mir-125b-2	hg38:chr21:16590292-16590313:+	2	1.019723	N	mature,MIMAT0004603
hsa-mir-125b-2	hg38:chr21:16590292-16590314:+	8	4.078892	N	mature,MIMAT0004603
hsa-mir-125b-2	hg38:chr21:16590292-16590315:+	4	2.039446	N	mature,MIMAT0004603
hsa-mir-126	hg38:chr9:136670616-136670636:+	2	1.019723	N	mature,MIMAT0000444
hsa-mir-126	hg38:chr9:136670616-136670637:+	116	59.143932	N	mature,MIMAT0000444
hsa-mir-126	hg38:chr9:136670617-136670639:+	2	1.019723	N	mature,MIMAT0000444
hsa-mir-126	hg38:chr9:136670652-136670674:+	47	23.963490	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670652-136670675:+	56	28.552243	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670653-136670672:+	1	0.509861	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670653-136670673:+	5	2.549307	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670653-136670674:+	68	34.670581	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670653-136670675:+	5816	2965.354402	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670653-136670676:+	1	0.509861	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670654-136670674:+	6	3.059169	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670654-136670675:+	556	283.482986	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670654-136670676:+	1	0.509861	N	mature,MIMAT0000445
hsa-mir-126	hg38:chr9:136670655-136670675:+	3	1.529584	N	mature,MIMAT0000445
hsa-mir-1262	hg38:chr1:68183576-68183598:-	1	0.509861	N	mature,MIMAT0005914
hsa-mir-1266	hg38:chr15:52277166-52277189:-	3	1.529584	N	mature,MIMAT0005920
hsa-mir-1266	hg38:chr15:52277167-52277189:-	1	0.509861	N	mature,MIMAT0005920
hsa-mir-1266	hg38:chr15:52277168-52277189:-	2	1.019723	N	mature,MIMAT0005920
hsa-mir-127	hg38:chr14:100882999-100883021:+	1	0.509861	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100882999-100883022:+	9	4.588753	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883001-100883021:+	2	1.019723	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883001-100883022:+	481	245.243375	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883001-100883023:+	319	162.645814	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883001-100883024:+	66	33.650858	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883002-100883024:+	1	0.509861	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883002-100883025:+	1	0.509861	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883003-100883024:+	1	0.509861	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883003-100883025:+	3	1.529584	N	mature,MIMAT0004604
hsa-mir-127	hg38:chr14:100883023-100883044:+	1	0.509861	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883029-100883052:+	1	0.509861	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883034-100883056:+	3	1.529584	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883055:+	27	13.766260	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883056:+	409	208.533348	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883057:+	1072	546.571513	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883035-100883058:+	8	4.078892	N	mature,MIMAT0000446
hsa-mir-127	hg38:chr14:100883036-100883057:+	2	1.019723	N	mature,MIMAT0000446
hsa-mir-1270	hg38:chr19:20399320-20399343:-	7	3.569030	N	mature,MIMAT0005924
hsa-mir-1271	hg38:chr5:176367960-176367981:+	4	2.039446	N	mature,MIMAT0005796
hsa-mir-1271	hg38:chr5:176367960-176367982:+	7	3.569030	N	mature,MIMAT0005796
hsa-mir-128-1	hg38:chr2:135665411-135665432:+	2	1.019723	N	mature,MIMAT0026477
hsa-mir-128-1	hg38:chr2:135665411-135665433:+	4	2.039446	N	mature,MIMAT0026477
hsa-mir-128-1	hg38:chr2:135665411-135665434:+	7	3.569030	N	mature,MIMAT0026477
hsa-mir-128-1	hg38:chr2:135665446-135665466:+	2	1.019723	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665467:+	28	14.276122	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665468:+	26	13.256399	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665469:+	3	1.529584	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744546:+	1	0.509861	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744547:+	3	1.529584	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744548:+	24	12.236676	N	mature,MIMAT0000424
hsa-mir-1284	hg38:chr3:71542039-71542060:-	1	0.509861	N	mature,MIMAT0005941
hsa-mir-1287	hg38:chr10:98395232-98395254:-	3	1.529584	N	mature,MIMAT0026738
hsa-mir-1287	hg38:chr10:98395233-98395254:-	1	0.509861	N	mature,MIMAT0026738
hsa-mir-1287	hg38:chr10:98395271-98395293:-	6	3.059169	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395272-98395293:-	5	2.549307	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395273-98395293:-	2	1.019723	N	mature,MIMAT0005878
hsa-mir-1288	hg38:chr17:16282027-16282048:+	1	0.509861	N	mature,MIMAT0026743
hsa-mir-1288	hg38:chr17:16282027-16282049:+	2	1.019723	N	mature,MIMAT0026743
hsa-mir-1288	hg38:chr17:16282058-16282079:+	1	0.509861	N	mature,MIMAT0005942
hsa-mir-1291	hg38:chr12:48654489-48654519:-	1	0.509861	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654496-48654518:-	1	0.509861	N	mature,MIMAT0005881
hsa-mir-1295a	hg38:chr1:171101738-171101760:-	1	0.509861	N	mature,MIMAT0005885
hsa-mir-1296	hg38:chr10:63372944-63372969:-	1	0.509861	N	precursor
hsa-mir-1296	hg38:chr10:63373009-63373034:-	1	0.509861	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373012-63373034:-	7	3.569030	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373013-63373034:-	1	0.509861	N	mature,MIMAT0005794
hsa-mir-1301	hg38:chr2:25328650-25328672:-	1	0.509861	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328674:-	3	1.529584	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328675:-	3	1.529584	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328675:-	1	0.509861	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328653-25328674:-	1	0.509861	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328653-25328675:-	8	4.078892	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328655-25328675:-	1	0.509861	N	mature,MIMAT0005797
hsa-mir-1305	hg38:chr4:182169343-182169365:+	1	0.509861	N	mature,MIMAT0005893
hsa-mir-1306	hg38:chr22:20086072-20086092:+	1	0.509861	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086072-20086093:+	4	2.039446	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086072-20086094:+	6	3.059169	N	mature,MIMAT0022726
hsa-mir-1307	hg38:chr10:103394298-103394322:-	4	2.039446	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394322:-	67	34.160720	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394323:-	46	23.453628	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394321:-	1	0.509861	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394322:-	306	156.017615	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394323:-	412	210.062932	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394322:-	2	1.019723	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394323:-	7	3.569030	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394323:-	1	0.509861	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394339-103394362:-	14	7.138061	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394340-103394362:-	16	8.157784	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394341-103394362:-	34	17.335291	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394342-103394362:-	7	3.569030	N	mature,MIMAT0022727
hsa-mir-130a	hg38:chr11:57641212-57641234:+	4	2.039446	N	mature,MIMAT0004593
hsa-mir-130a	hg38:chr11:57641251-57641272:+	1	0.509861	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641272:+	4	2.039446	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641273:+	17	8.667645	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641274:+	200	101.972297	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641275:+	77	39.259334	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641253-57641274:+	6	3.059169	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641253-57641275:+	8	4.078892	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641254-57641274:+	1	0.509861	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641254-57641275:+	3	1.529584	N	mature,MIMAT0000425
hsa-mir-130b	hg38:chr22:21653316-21653335:+	1	0.509861	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653337:+	1	0.509861	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653338:+	16	8.157784	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653317-21653338:+	1	0.509861	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653354-21653375:+	1	0.509861	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653354-21653376:+	32	16.315568	N	mature,MIMAT0000691
hsa-mir-132	hg38:chr17:2049929-2049949:-	1	0.509861	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049950:-	1	0.509861	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049951:-	136	69.341162	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049930-2049951:-	18	9.177507	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049931-2049951:-	1	0.509861	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049965-2049986:-	1	0.509861	N	mature,MIMAT0004594
hsa-mir-132	hg38:chr17:2049965-2049987:-	2	1.019723	N	mature,MIMAT0004594
hsa-mir-133a-1	hg38:chr18:21825711-21825732:-	1	0.509861	N	mature,MIMAT0000427
hsa-mir-133a-1	hg38:chr18:21825711-21825733:-	3	1.529584	N	mature,MIMAT0000427
hsa-mir-133a-1	hg38:chr18:21825712-21825734:-	1	0.509861	N	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564933-62564956:+	1	0.509861	N	mature,MIMAT0026478
hsa-mir-133a-2	hg38:chr20:62564970-62564991:+	1	0.509861	Y	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564970-62564993:+	1	0.509861	N	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564971-62564992:+	1	0.509861	N	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564971-62564993:+	2	1.019723	N	mature,MIMAT0000427
hsa-mir-133a-2	hg38:chr20:62564971-62564995:+	1	0.509861	N	mature,MIMAT0000427
hsa-mir-133b	hg38:chr6:52148988-52149009:+	1	0.509861	Y	mature,MIMAT0000770
hsa-mir-134	hg38:chr14:101054691-101054712:+	1	0.509861	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054692-101054714:+	2	1.019723	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054713:+	1	0.509861	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054714:+	51	26.002936	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054715:+	459	234.026422	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054694-101054716:+	1517	773.459874	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054695-101054716:+	1	0.509861	N	mature,MIMAT0000447
hsa-mir-134	hg38:chr14:101054733-101054753:+	2	1.019723	N	mature,MIMAT0026481
hsa-mir-134	hg38:chr14:101054733-101054754:+	4	2.039446	N	mature,MIMAT0026481
hsa-mir-134	hg38:chr14:101054733-101054755:+	1	0.509861	N	mature,MIMAT0026481
hsa-mir-135a-1	hg38:chr3:52294271-52294293:-	1	0.509861	N	mature,MIMAT0000428
hsa-mir-135a-2	hg38:chr12:97563834-97563856:+	1	0.509861	N	mature,MIMAT0000428
hsa-mir-135a-2	hg38:chr12:97563834-97563857:+	1	0.509861	N	mature,MIMAT0000428
hsa-mir-135a-2	hg38:chr12:97563836-97563857:+	1	0.509861	N	mature,MIMAT0000428
hsa-mir-135b	hg38:chr1:205448362-205448384:-	9	4.588753	N	mature,MIMAT0000758
hsa-mir-136	hg38:chr14:100884713-100884736:+	2	1.019723	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884714-100884735:+	3	1.529584	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884714-100884736:+	4	2.039446	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884715-100884737:+	6	3.059169	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884715-100884738:+	2	1.019723	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884716-100884737:+	7	3.569030	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884716-100884738:+	16	8.157784	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884716-100884739:+	5	2.549307	N	mature,MIMAT0000448
hsa-mir-136	hg38:chr14:100884750-100884772:+	6	3.059169	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884751-100884772:+	9	4.588753	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884751-100884773:+	1	0.509861	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884752-100884774:+	1	0.509861	N	mature,MIMAT0004606
hsa-mir-136	hg38:chr14:100884753-100884774:+	1	0.509861	N	mature,MIMAT0004606
hsa-mir-138-1	hg38:chr3:44114234-44114259:+	1	0.509861	N	mature,MIMAT0000430
hsa-mir-139	hg38:chr11:72615067-72615089:-	1	0.509861	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615068-72615089:-	2	1.019723	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615069-72615089:-	1	0.509861	N	mature,MIMAT0004552
hsa-mir-139	hg38:chr11:72615102-72615125:-	18	9.177507	N	mature,MIMAT0000250
hsa-mir-139	hg38:chr11:72615103-72615125:-	19	9.687368	N	mature,MIMAT0000250
hsa-mir-139	hg38:chr11:72615104-72615125:-	2	1.019723	N	mature,MIMAT0000250
hsa-mir-140	hg38:chr16:69933103-69933123:+	1	0.509861	N	mature,MIMAT0000431
hsa-mir-140	hg38:chr16:69933103-69933124:+	9	4.588753	N	mature,MIMAT0000431
hsa-mir-140	hg38:chr16:69933103-69933125:+	87	44.357949	N	mature,MIMAT0000431
hsa-mir-140	hg38:chr16:69933104-69933125:+	1	0.509861	N	mature,MIMAT0000431
hsa-mir-140	hg38:chr16:69933105-69933124:+	1	0.509861	N	mature,MIMAT0000431
